Country	Referenced Country	Percentage
cape verde	united kingdom	10.843373493975903
cape verde	united states	14.457831325301205
cape verde	uruguay	0.0
cape verde	uzbekistan	0.0
cape verde	vietnam	0.0
cape verde	yemen	0.0
cape verde	zambia	0.0
cape verde	zimbabwe	0.0
chile	algeria	0.0
chile	anguilla	0.0
chile	argentina	3.2967032967032965
chile	armenia	0.0
chile	australia	4.395604395604396
chile	austria	0.0
chile	azerbaijan	0.0
chile	bahrain	0.0
chile	bangladesh	0.0
chile	belarus	0.0
chile	belgium	0.0
chile	bosnia and herzegovina	0.0
chile	botswana	0.0
chile	brazil	0.0
chile	brunei	0.0
chile	bulgaria	0.0
chile	burkina faso	0.0
chile	cambodia	0.0
chile	cameroon	0.0
chile	canada	2.197802197802198
chile	cape verde	0.0
chile	chile	2.197802197802198
chile	china	5.4945054945054945
chile	colombia	0.0
chile	costa rica	1.098901098901099
chile	croatia	0.0
chile	cuba	0.0
chile	cyprus	0.0
chile	czech republic	0.0
chile	czechia	0.0
chile	denmark	2.197802197802198
chile	djibouti	0.0
chile	ecuador	0.0
chile	egypt	0.0
chile	equatorial guinea	0.0
chile	estonia	0.0
chile	ethiopia	0.0
chile	fiji	0.0
chile	finland	0.0
chile	france	5.4945054945054945
chile	gabon	0.0
chile	germany	10.989010989010989
chile	ghana	0.0
chile	greece	1.098901098901099
chile	guadeloupe	0.0
chile	guatemala	0.0
chile	guinea	0.0
chile	haiti	0.0
chile	hong kong	1.098901098901099
chile	hungary	0.0
chile	iceland	0.0
chile	india	2.197802197802198
chile	indonesia	0.0
chile	iran	0.0
chile	iraq	0.0
chile	ireland	0.0
chile	israel	2.197802197802198
chile	italy	8.791208791208792
chile	jamaica	0.0
chile	japan	1.098901098901099
chile	jersey	0.0
chile	jordan	0.0
chile	kazakhstan	0.0
chile	kenya	0.0
chile	korea	0.0
chile	kosovo	0.0
chile	kuwait	0.0
chile	kyrgyzstan	0.0
chile	latvia	0.0
chile	lebanon	0.0
chile	libya	0.0
chile	lithuania	0.0
chile	luxembourg	0.0
chile	macau	0.0
chile	macedonia	0.0
chile	malaysia	0.0
chile	malta	0.0
chile	mauritius	0.0
chile	mexico	0.0
chile	moldova	0.0
chile	mongolia	0.0
chile	morocco	0.0
chile	myanmar	0.0
chile	namibia	0.0
chile	nepal	0.0
chile	netherlands	2.197802197802198
chile	new zealand	0.0
chile	niger	0.0
chile	nigeria	0.0
chile	north macedonia	0.0
chile	norway	2.197802197802198
chile	oman	0.0
chile	pakistan	0.0
chile	palestinian territory	0.0
chile	panama	0.0
chile	paraguay	0.0
chile	peru	0.0
chile	philippines	0.0
chile	poland	0.0
chile	portugal	1.098901098901099
chile	qatar	1.098901098901099
chile	reunion	0.0
chile	romania	0.0
chile	russia	1.098901098901099
chile	rwanda	0.0
chile	saint martin	0.0
chile	saudi arabia	0.0
chile	senegal	0.0
chile	serbia	0.0
chile	singapore	0.0
chile	slovakia	0.0
chile	slovenia	0.0
chile	south africa	0.0
chile	spain	5.4945054945054945
chile	sri lanka	0.0
chile	sweden	3.2967032967032965
chile	switzerland	4.395604395604396
chile	syria	0.0
chile	taiwan	1.098901098901099
chile	thailand	0.0
chile	togo	0.0
chile	tunisia	0.0
chile	turkey	0.0
chile	uganda	0.0
chile	ukraine	0.0
chile	united arab emirates	0.0
chile	united kingdom	4.395604395604396
chile	united states	19.78021978021978
chile	uruguay	0.0
chile	uzbekistan	0.0
chile	vietnam	0.0
chile	yemen	0.0
chile	zambia	0.0
chile	zimbabwe	0.0
china	algeria	0.0
china	anguilla	0.0
china	argentina	0.008312897460409826
china	armenia	0.0
china	australia	2.15719689097635
china	austria	0.06234673095307369
china	azerbaijan	0.0
china	bahrain	0.0
china	bangladesh	0.0
china	belarus	0.016625794920819652
china	belgium	0.8645413358826219
china	bosnia and herzegovina	0.0
china	botswana	0.0
china	brazil	0.3907061806392618
china	brunei	0.0
china	bulgaria	0.09559832079471299
china	burkina faso	0.0
china	cambodia	0.033251589841639305
china	cameroon	0.0
china	canada	6.592127686104992
china	cape verde	0.0
china	chile	0.0
china	china	14.127769233966498
china	colombia	0.033251589841639305
china	costa rica	0.020782243651024563
china	croatia	0.05403383349266387
china	cuba	0.004156448730204913
china	cyprus	0.0
china	czech republic	0.4488964628621306
china	czechia	0.024938692381229477
china	denmark	0.7273785277858598
china	djibouti	0.0
china	ecuador	0.008312897460409826
china	egypt	0.05819028222286878
china	equatorial guinea	0.0
china	estonia	0.06234673095307369
china	ethiopia	0.004156448730204913
china	fiji	0.14131925682696703
china	finland	0.23276112889147513
china	france	3.778211895756266
china	gabon	0.0
china	germany	9.622178810424373
china	ghana	0.0
china	greece	0.4156448730204913
china	guadeloupe	0.0
china	guatemala	0.0
china	guinea	0.0
china	haiti	0.024938692381229477
china	hong kong	2.4564611995511036
china	hungary	0.05819028222286878
china	iceland	0.0
china	india	1.7997423001787274
china	indonesia	0.012469346190614738
china	iran	0.07065962841348351
china	iraq	0.016625794920819652
china	ireland	1.5461989276362276
china	israel	2.298516147803317
china	italy	1.9867824930379483
china	jamaica	0.0
china	japan	5.7026476578411405
china	jersey	0.43642711667151585
china	jordan	0.13716280809676212
china	kazakhstan	0.0
china	kenya	0.012469346190614738
china	korea	0.6109979633401222
china	kosovo	0.0
china	kuwait	0.016625794920819652
china	kyrgyzstan	0.0
china	latvia	0.020782243651024563
china	lebanon	0.02909514111143439
china	libya	0.0
china	lithuania	0.004156448730204913
china	luxembourg	0.004156448730204913
china	macau	0.1621015004779916
china	macedonia	0.0
china	malaysia	0.02909514111143439
china	malta	0.016625794920819652
china	mauritius	0.0
china	mexico	0.30342075730495865
china	moldova	0.004156448730204913
china	mongolia	0.004156448730204913
china	morocco	0.0
china	myanmar	0.004156448730204913
china	namibia	0.012469346190614738
china	nepal	0.0
china	netherlands	1.0682073236626626
china	new zealand	0.20782243651024565
china	niger	0.0
china	nigeria	0.012469346190614738
china	north macedonia	0.0
china	norway	0.24938692381229477
china	oman	0.0
china	pakistan	0.016625794920819652
china	palestinian territory	0.0
china	panama	0.016625794920819652
china	paraguay	0.0
china	peru	0.004156448730204913
china	philippines	0.016625794920819652
china	poland	0.2244482314310653
china	portugal	0.7647865663577039
china	qatar	0.669188245562991
china	reunion	0.0
china	romania	0.07481607714368843
china	russia	0.4488964628621306
china	rwanda	0.0
china	saint martin	0.0
china	saudi arabia	0.020782243651024563
china	senegal	0.0
china	serbia	0.0
china	singapore	5.129057733072862
china	slovakia	0.0
china	slovenia	0.07065962841348351
china	south africa	0.037408038571844215
china	spain	1.4173490169998753
china	sri lanka	0.008312897460409826
china	sweden	1.1596491957271706
china	switzerland	0.9185751693752857
china	syria	0.0
china	taiwan	1.4464441581113097
china	thailand	0.07065962841348351
china	togo	0.0
china	tunisia	0.0
china	turkey	0.38239328317885196
china	uganda	0.0
china	ukraine	0.004156448730204913
china	united arab emirates	0.08728542333430317
china	united kingdom	9.78843675963257
china	united states	17.73141028305416
china	uruguay	0.037408038571844215
china	uzbekistan	0.0
china	vietnam	0.14547570555717196
china	yemen	0.0
china	zambia	0.004156448730204913
china	zimbabwe	0.0
colombia	algeria	0.0
colombia	anguilla	0.0
colombia	argentina	0.0
colombia	armenia	0.0
colombia	australia	4.49438202247191
colombia	austria	0.0
colombia	azerbaijan	0.0
colombia	bahrain	0.0
colombia	bangladesh	0.0
colombia	belarus	0.0
colombia	belgium	3.3707865168539324
colombia	bosnia and herzegovina	0.0
colombia	botswana	0.0
colombia	brazil	0.0
colombia	brunei	0.0
colombia	bulgaria	0.0
colombia	burkina faso	0.0
colombia	cambodia	0.0
colombia	cameroon	0.0
colombia	canada	6.741573033707865
colombia	cape verde	0.0
colombia	chile	0.0
colombia	china	5.617977528089888
colombia	colombia	8.98876404494382
colombia	costa rica	7.865168539325842
colombia	croatia	0.0
colombia	cuba	0.0
colombia	cyprus	0.0
colombia	czech republic	0.0
colombia	czechia	0.0
colombia	denmark	0.0
colombia	djibouti	0.0
colombia	ecuador	0.0
colombia	egypt	0.0
colombia	equatorial guinea	0.0
colombia	estonia	0.0
colombia	ethiopia	0.0
colombia	fiji	0.0
colombia	finland	0.0
colombia	france	0.0
colombia	gabon	0.0
colombia	germany	6.741573033707865
colombia	ghana	0.0
colombia	greece	2.247191011235955
colombia	guadeloupe	0.0
colombia	guatemala	0.0
colombia	guinea	0.0
colombia	haiti	0.0
colombia	hong kong	0.0
colombia	hungary	0.0
colombia	iceland	0.0
colombia	india	0.0
colombia	indonesia	0.0
colombia	iran	0.0
colombia	iraq	0.0
colombia	ireland	1.1235955056179776
colombia	israel	1.1235955056179776
colombia	italy	8.98876404494382
colombia	jamaica	0.0
colombia	japan	1.1235955056179776
colombia	jersey	0.0
colombia	jordan	0.0
colombia	kazakhstan	0.0
colombia	kenya	0.0
colombia	korea	0.0
colombia	kosovo	0.0
colombia	kuwait	0.0
colombia	kyrgyzstan	0.0
colombia	latvia	0.0
colombia	lebanon	0.0
colombia	libya	0.0
colombia	lithuania	0.0
colombia	luxembourg	0.0
colombia	macau	0.0
colombia	macedonia	0.0
colombia	malaysia	0.0
colombia	malta	0.0
colombia	mauritius	0.0
colombia	mexico	2.247191011235955
colombia	moldova	0.0
colombia	mongolia	0.0
colombia	morocco	0.0
colombia	myanmar	0.0
colombia	namibia	0.0
colombia	nepal	0.0
colombia	netherlands	3.3707865168539324
colombia	new zealand	0.0
colombia	niger	0.0
colombia	nigeria	0.0
colombia	north macedonia	0.0
colombia	norway	1.1235955056179776
colombia	oman	0.0
colombia	pakistan	0.0
colombia	palestinian territory	0.0
colombia	panama	0.0
colombia	paraguay	0.0
colombia	peru	0.0
colombia	philippines	0.0
colombia	poland	0.0
colombia	portugal	0.0
colombia	qatar	0.0
colombia	reunion	0.0
colombia	romania	0.0
colombia	russia	0.0
colombia	rwanda	0.0
colombia	saint martin	0.0
colombia	saudi arabia	0.0
colombia	senegal	0.0
colombia	serbia	0.0
colombia	singapore	2.247191011235955
colombia	slovakia	0.0
colombia	slovenia	0.0
colombia	south africa	0.0
colombia	spain	3.3707865168539324
colombia	sri lanka	0.0
colombia	sweden	1.1235955056179776
colombia	switzerland	0.0
colombia	syria	0.0
colombia	taiwan	0.0
colombia	thailand	0.0
colombia	togo	0.0
colombia	tunisia	0.0
colombia	turkey	0.0
colombia	uganda	0.0
colombia	ukraine	0.0
colombia	united arab emirates	0.0
colombia	united kingdom	7.865168539325842
colombia	united states	20.224719101123597
colombia	uruguay	0.0
colombia	uzbekistan	0.0
colombia	vietnam	0.0
colombia	yemen	0.0
colombia	zambia	0.0
colombia	zimbabwe	0.0
costa rica	algeria	0.0
costa rica	anguilla	0.0
costa rica	argentina	0.6756756756756757
costa rica	armenia	0.0
costa rica	australia	3.3783783783783785
costa rica	austria	0.0
costa rica	azerbaijan	0.0
costa rica	bahrain	0.0
costa rica	bangladesh	0.0
costa rica	belarus	0.0
costa rica	belgium	2.027027027027027
costa rica	bosnia and herzegovina	0.0
costa rica	botswana	0.0
costa rica	brazil	0.6756756756756757
costa rica	brunei	0.0
costa rica	bulgaria	0.0
costa rica	burkina faso	0.0
costa rica	cambodia	0.0
costa rica	cameroon	0.0
costa rica	canada	6.081081081081081
costa rica	cape verde	0.0
costa rica	chile	0.6756756756756757
costa rica	china	2.7027027027027026
costa rica	colombia	0.0
costa rica	costa rica	4.054054054054054
costa rica	croatia	0.0
costa rica	cuba	0.0
costa rica	cyprus	0.0
costa rica	czech republic	0.0
costa rica	czechia	0.0
costa rica	denmark	0.6756756756756757
costa rica	djibouti	0.0
costa rica	ecuador	2.027027027027027
costa rica	egypt	0.0
costa rica	equatorial guinea	0.0
costa rica	estonia	0.0
costa rica	ethiopia	0.0
costa rica	fiji	0.0
costa rica	finland	0.6756756756756757
costa rica	france	4.054054054054054
costa rica	gabon	0.0
costa rica	germany	11.486486486486486
costa rica	ghana	0.0
costa rica	greece	1.3513513513513513
costa rica	guadeloupe	0.0
costa rica	guatemala	0.0
costa rica	guinea	0.0
costa rica	haiti	0.0
costa rica	hong kong	0.6756756756756757
costa rica	hungary	0.0
costa rica	iceland	0.0
costa rica	india	2.027027027027027
costa rica	indonesia	0.0
costa rica	iran	0.0
costa rica	iraq	0.0
costa rica	ireland	1.3513513513513513
costa rica	israel	1.3513513513513513
costa rica	italy	5.405405405405405
costa rica	jamaica	0.0
costa rica	japan	2.7027027027027026
costa rica	jersey	0.0
costa rica	jordan	0.0
costa rica	kazakhstan	0.0
costa rica	kenya	0.6756756756756757
costa rica	korea	0.6756756756756757
costa rica	kosovo	0.0
costa rica	kuwait	0.0
costa rica	kyrgyzstan	0.0
costa rica	latvia	0.0
costa rica	lebanon	0.0
costa rica	libya	0.0
costa rica	lithuania	0.0
costa rica	luxembourg	0.0
costa rica	macau	0.0
costa rica	macedonia	0.0
costa rica	malaysia	0.0
costa rica	malta	0.0
costa rica	mauritius	0.0
costa rica	mexico	4.054054054054054
costa rica	moldova	0.0
costa rica	mongolia	0.0
costa rica	morocco	0.0
costa rica	myanmar	0.0
costa rica	namibia	0.6756756756756757
costa rica	nepal	0.0
costa rica	netherlands	1.3513513513513513
costa rica	new zealand	0.0
costa rica	niger	0.0
costa rica	nigeria	0.0
costa rica	north macedonia	0.0
costa rica	norway	1.3513513513513513
costa rica	oman	0.0
costa rica	pakistan	0.0
costa rica	palestinian territory	0.0
costa rica	panama	0.0
costa rica	paraguay	0.0
costa rica	peru	0.6756756756756757
costa rica	philippines	0.0
costa rica	poland	0.0
costa rica	portugal	0.0
costa rica	qatar	0.6756756756756757
costa rica	reunion	0.0
costa rica	romania	0.0
costa rica	russia	0.6756756756756757
costa rica	rwanda	0.0
costa rica	saint martin	0.0
costa rica	saudi arabia	0.0
costa rica	senegal	0.0
costa rica	serbia	0.0
costa rica	singapore	0.6756756756756757
costa rica	slovakia	0.0
costa rica	slovenia	0.6756756756756757
costa rica	south africa	0.6756756756756757
costa rica	spain	6.756756756756757
costa rica	sri lanka	0.0
costa rica	sweden	0.0
costa rica	switzerland	0.6756756756756757
costa rica	syria	0.0
costa rica	taiwan	0.6756756756756757
costa rica	thailand	0.0
costa rica	togo	0.0
costa rica	tunisia	0.0
costa rica	turkey	0.0
costa rica	uganda	0.0
costa rica	ukraine	0.0
costa rica	united arab emirates	0.0
costa rica	united kingdom	8.108108108108109
costa rica	united states	16.89189189189189
costa rica	uruguay	0.0
costa rica	uzbekistan	0.0
costa rica	vietnam	0.0
costa rica	yemen	0.0
costa rica	zambia	0.0
costa rica	zimbabwe	0.0
croatia	algeria	0.0
croatia	anguilla	0.0
croatia	argentina	0.0
croatia	armenia	0.0
croatia	australia	2.5299600532623168
croatia	austria	0.3994673768308921
croatia	azerbaijan	0.0
croatia	bahrain	0.0
croatia	bangladesh	0.0
croatia	belarus	0.0
croatia	belgium	1.4647137150466045
croatia	bosnia and herzegovina	0.0
croatia	botswana	0.0
croatia	brazil	0.9320905459387483
croatia	brunei	0.0
croatia	bulgaria	0.6657789613848203
croatia	burkina faso	0.0
croatia	cambodia	0.0
croatia	cameroon	0.0
croatia	canada	4.1278295605858855
croatia	cape verde	0.0
croatia	chile	0.0
croatia	china	2.5299600532623168
croatia	colombia	0.0
croatia	costa rica	0.0
croatia	croatia	8.5219707057257
croatia	cuba	0.0
croatia	cyprus	0.0
croatia	czech republic	1.7310252996005326
croatia	czechia	0.0
croatia	denmark	1.9973368841544608
croatia	djibouti	0.0
croatia	ecuador	0.0
croatia	egypt	0.3994673768308921
croatia	equatorial guinea	0.0
croatia	estonia	0.13315579227696406
croatia	ethiopia	0.0
croatia	fiji	0.0
croatia	finland	0.6657789613848203
croatia	france	2.396804260985353
croatia	gabon	0.0
croatia	germany	7.856191744340879
croatia	ghana	0.0
croatia	greece	1.1984021304926764
croatia	guadeloupe	0.0
croatia	guatemala	0.0
croatia	guinea	0.0
croatia	haiti	0.0
croatia	hong kong	1.4647137150466045
croatia	hungary	0.6657789613848203
croatia	iceland	0.13315579227696406
croatia	india	1.7310252996005326
croatia	indonesia	0.0
croatia	iran	0.0
croatia	iraq	0.0
croatia	ireland	2.263648468708389
croatia	israel	2.929427430093209
croatia	italy	5.0599201065246335
croatia	jamaica	0.0
croatia	japan	2.796271637816245
croatia	jersey	0.3994673768308921
croatia	jordan	0.0
croatia	kazakhstan	0.0
croatia	kenya	0.0
croatia	korea	0.3994673768308921
croatia	kosovo	0.0
croatia	kuwait	0.13315579227696406
croatia	kyrgyzstan	0.0
croatia	latvia	0.13315579227696406
croatia	lebanon	0.13315579227696406
croatia	libya	0.0
croatia	lithuania	0.0
croatia	luxembourg	0.2663115845539281
croatia	macau	0.0
croatia	macedonia	0.5326231691078562
croatia	malaysia	0.0
croatia	malta	0.0
croatia	mauritius	0.0
croatia	mexico	0.13315579227696406
croatia	moldova	0.2663115845539281
croatia	mongolia	0.0
croatia	morocco	0.0
croatia	myanmar	0.0
croatia	namibia	0.0
croatia	nepal	0.0
croatia	netherlands	1.8641810918774966
croatia	new zealand	0.13315579227696406
croatia	niger	0.0
croatia	nigeria	0.0
croatia	north macedonia	0.0
croatia	norway	0.6657789613848203
croatia	oman	0.0
croatia	pakistan	0.0
croatia	palestinian territory	0.0
croatia	panama	0.13315579227696406
croatia	paraguay	0.0
croatia	peru	0.0
croatia	philippines	0.13315579227696406
croatia	poland	0.6657789613848203
croatia	portugal	0.3994673768308921
croatia	qatar	1.4647137150466045
croatia	reunion	0.0
croatia	romania	0.9320905459387483
croatia	russia	0.9320905459387483
croatia	rwanda	0.0
croatia	saint martin	0.0
croatia	saudi arabia	0.0
croatia	senegal	0.0
croatia	serbia	0.0
croatia	singapore	1.8641810918774966
croatia	slovakia	0.0
croatia	slovenia	2.796271637816245
croatia	south africa	0.0
croatia	spain	5.326231691078562
croatia	sri lanka	0.0
croatia	sweden	2.663115845539281
croatia	switzerland	1.0652463382157125
croatia	syria	0.0
croatia	taiwan	0.0
croatia	thailand	0.0
croatia	togo	0.0
croatia	tunisia	0.0
croatia	turkey	0.13315579227696406
croatia	uganda	0.0
croatia	ukraine	0.0
croatia	united arab emirates	0.2663115845539281
croatia	united kingdom	7.989347536617843
croatia	united states	13.581890812250332
croatia	uruguay	0.0
croatia	uzbekistan	0.0
croatia	vietnam	0.0
croatia	yemen	0.0
croatia	zambia	0.0
croatia	zimbabwe	0.0
cuba	algeria	0.0
cuba	anguilla	0.0
cuba	argentina	0.0
cuba	armenia	0.0
cuba	australia	2.5210084033613445
cuba	austria	0.0
cuba	azerbaijan	0.0
cuba	bahrain	0.0
cuba	bangladesh	0.0
cuba	belarus	0.0
cuba	belgium	0.0
cuba	bosnia and herzegovina	0.0
cuba	botswana	0.0
cuba	brazil	0.0
cuba	brunei	0.0
cuba	bulgaria	0.0
cuba	burkina faso	0.0
cuba	cambodia	0.0
cuba	cameroon	0.0
cuba	canada	8.403361344537815
cuba	cape verde	0.0
cuba	chile	0.0
cuba	china	0.0
cuba	colombia	0.0
cuba	costa rica	0.0
cuba	croatia	0.0
cuba	cuba	10.084033613445378
cuba	cyprus	0.0
cuba	czech republic	0.0
cuba	czechia	0.0
cuba	denmark	0.8403361344537815
cuba	djibouti	0.0
cuba	ecuador	0.0
cuba	egypt	0.0
cuba	equatorial guinea	0.0
cuba	estonia	0.0
cuba	ethiopia	0.0
cuba	fiji	0.0
cuba	finland	0.0
cuba	france	1.680672268907563
cuba	gabon	0.0
cuba	germany	5.042016806722689
cuba	ghana	0.0
cuba	greece	0.0
cuba	guadeloupe	0.0
cuba	guatemala	0.0
cuba	guinea	0.0
cuba	haiti	0.0
cuba	hong kong	0.0
cuba	hungary	0.0
cuba	iceland	0.0
cuba	india	0.8403361344537815
cuba	indonesia	0.0
cuba	iran	0.0
cuba	iraq	0.0
cuba	ireland	1.680672268907563
cuba	israel	2.5210084033613445
cuba	italy	11.764705882352942
cuba	jamaica	0.0
cuba	japan	5.042016806722689
cuba	jersey	0.0
cuba	jordan	0.0
cuba	kazakhstan	0.0
cuba	kenya	0.0
cuba	korea	0.0
cuba	kosovo	0.0
cuba	kuwait	0.0
cuba	kyrgyzstan	0.0
cuba	latvia	0.0
cuba	lebanon	0.0
cuba	libya	0.0
cuba	lithuania	0.0
cuba	luxembourg	0.0
cuba	macau	0.0
cuba	macedonia	0.0
cuba	malaysia	0.0
cuba	malta	0.8403361344537815
cuba	mauritius	0.0
cuba	mexico	2.5210084033613445
cuba	moldova	0.0
cuba	mongolia	0.0
cuba	morocco	0.0
cuba	myanmar	0.0
cuba	namibia	0.0
cuba	nepal	0.0
cuba	netherlands	1.680672268907563
cuba	new zealand	0.0
cuba	niger	0.0
cuba	nigeria	0.0
cuba	north macedonia	0.0
cuba	norway	0.8403361344537815
cuba	oman	0.0
cuba	pakistan	0.0
cuba	palestinian territory	0.0
cuba	panama	0.0
cuba	paraguay	0.0
cuba	peru	0.0
cuba	philippines	0.0
cuba	poland	0.0
cuba	portugal	0.0
cuba	qatar	0.8403361344537815
cuba	reunion	0.0
cuba	romania	0.0
cuba	russia	0.0
cuba	rwanda	0.0
cuba	saint martin	0.0
cuba	saudi arabia	0.0
cuba	senegal	0.0
cuba	serbia	0.0
cuba	singapore	1.680672268907563
cuba	slovakia	0.0
cuba	slovenia	0.0
cuba	south africa	0.0
cuba	spain	13.445378151260504
cuba	sri lanka	0.0
cuba	sweden	1.680672268907563
cuba	switzerland	0.0
cuba	syria	0.0
cuba	taiwan	0.8403361344537815
cuba	thailand	0.0
cuba	togo	0.0
cuba	tunisia	0.0
cuba	turkey	0.8403361344537815
cuba	uganda	0.0
cuba	ukraine	0.0
cuba	united arab emirates	0.0
cuba	united kingdom	5.042016806722689
cuba	united states	17.647058823529413
cuba	uruguay	0.8403361344537815
cuba	uzbekistan	0.0
cuba	vietnam	0.8403361344537815
cuba	yemen	0.0
cuba	zambia	0.0
cuba	zimbabwe	0.0
cyprus	algeria	0.0
cyprus	anguilla	0.0
cyprus	argentina	0.0
cyprus	armenia	0.0
cyprus	australia	0.0
cyprus	austria	0.0
cyprus	azerbaijan	0.0
cyprus	bahrain	0.0
cyprus	bangladesh	0.0
cyprus	belarus	0.0
cyprus	belgium	0.0
cyprus	bosnia and herzegovina	0.0
cyprus	botswana	0.0
cyprus	brazil	0.0
cyprus	brunei	0.0
cyprus	bulgaria	0.0
cyprus	burkina faso	0.0
cyprus	cambodia	0.0
cyprus	cameroon	0.0
cyprus	canada	2.380952380952381
cyprus	cape verde	0.0
cyprus	chile	0.0
cyprus	china	2.380952380952381
cyprus	colombia	0.0
cyprus	costa rica	0.0
cyprus	croatia	0.0
cyprus	cuba	0.0
cyprus	cyprus	4.761904761904762
cyprus	czech republic	0.0
cyprus	czechia	0.0
cyprus	denmark	0.0
cyprus	djibouti	0.0
cyprus	ecuador	0.0
cyprus	egypt	0.0
cyprus	equatorial guinea	0.0
cyprus	estonia	0.0
cyprus	ethiopia	0.0
cyprus	fiji	0.0
cyprus	finland	7.142857142857143
cyprus	france	4.761904761904762
cyprus	gabon	0.0
cyprus	germany	2.380952380952381
cyprus	ghana	0.0
cyprus	greece	7.142857142857143
cyprus	guadeloupe	0.0
cyprus	guatemala	0.0
cyprus	guinea	0.0
cyprus	haiti	0.0
cyprus	hong kong	0.0
cyprus	hungary	0.0
cyprus	iceland	0.0
cyprus	india	0.0
cyprus	indonesia	0.0
cyprus	iran	2.380952380952381
cyprus	iraq	0.0
cyprus	ireland	4.761904761904762
cyprus	israel	2.380952380952381
cyprus	italy	9.523809523809524
cyprus	jamaica	0.0
cyprus	japan	2.380952380952381
cyprus	jersey	0.0
cyprus	jordan	0.0
cyprus	kazakhstan	0.0
cyprus	kenya	0.0
cyprus	korea	0.0
cyprus	kosovo	0.0
cyprus	kuwait	0.0
cyprus	kyrgyzstan	0.0
cyprus	latvia	0.0
cyprus	lebanon	0.0
cyprus	libya	0.0
cyprus	lithuania	4.761904761904762
cyprus	luxembourg	0.0
cyprus	macau	0.0
cyprus	macedonia	2.380952380952381
cyprus	malaysia	0.0
cyprus	malta	4.761904761904762
cyprus	mauritius	0.0
cyprus	mexico	0.0
cyprus	moldova	0.0
cyprus	mongolia	7.142857142857143
cyprus	morocco	0.0
cyprus	myanmar	0.0
cyprus	namibia	0.0
cyprus	nepal	0.0
cyprus	netherlands	4.761904761904762
cyprus	new zealand	0.0
cyprus	niger	0.0
cyprus	nigeria	0.0
cyprus	north macedonia	0.0
cyprus	norway	0.0
cyprus	oman	0.0
cyprus	pakistan	0.0
cyprus	palestinian territory	0.0
cyprus	panama	0.0
cyprus	paraguay	0.0
cyprus	peru	0.0
cyprus	philippines	0.0
cyprus	poland	0.0
cyprus	portugal	2.380952380952381
cyprus	qatar	0.0
cyprus	reunion	0.0
cyprus	romania	4.761904761904762
cyprus	russia	0.0
cyprus	rwanda	0.0
cyprus	saint martin	0.0
cyprus	saudi arabia	0.0
cyprus	senegal	0.0
cyprus	serbia	0.0
cyprus	singapore	0.0
cyprus	slovakia	0.0
cyprus	slovenia	2.380952380952381
cyprus	south africa	0.0
cyprus	spain	0.0
cyprus	sri lanka	0.0
cyprus	sweden	0.0
cyprus	switzerland	0.0
cyprus	syria	0.0
cyprus	taiwan	0.0
cyprus	thailand	0.0
cyprus	togo	0.0
cyprus	tunisia	0.0
cyprus	turkey	0.0
cyprus	uganda	0.0
cyprus	ukraine	0.0
cyprus	united arab emirates	0.0
cyprus	united kingdom	7.142857142857143
cyprus	united states	7.142857142857143
cyprus	uruguay	0.0
cyprus	uzbekistan	0.0
cyprus	vietnam	0.0
cyprus	yemen	0.0
cyprus	zambia	0.0
cyprus	zimbabwe	0.0
czech republic	algeria	0.0
czech republic	anguilla	0.0
czech republic	argentina	0.0
czech republic	armenia	0.0
czech republic	australia	2.245250431778929
czech republic	austria	0.17271157167530224
czech republic	azerbaijan	0.0
czech republic	bahrain	0.057570523891767415
czech republic	bangladesh	0.0
czech republic	belarus	0.0
czech republic	belgium	0.8635578583765112
czech republic	bosnia and herzegovina	0.0
czech republic	botswana	0.0
czech republic	brazil	0.5757052389176741
czech republic	brunei	0.0
czech republic	bulgaria	0.4605641911341393
czech republic	burkina faso	0.0
czech republic	cambodia	0.0
czech republic	cameroon	0.0
czech republic	canada	4.720782959124928
czech republic	cape verde	0.0
czech republic	chile	0.0
czech republic	china	2.9936672423719055
czech republic	colombia	0.0
czech republic	costa rica	0.0
czech republic	croatia	0.7484168105929764
czech republic	cuba	0.0
czech republic	cyprus	0.0
czech republic	czech republic	11.744386873920552
czech republic	czechia	1.0362694300518134
czech republic	denmark	1.7271157167530224
czech republic	djibouti	0.0
czech republic	ecuador	0.0
czech republic	egypt	0.11514104778353483
czech republic	equatorial guinea	0.0
czech republic	estonia	0.17271157167530224
czech republic	ethiopia	0.0
czech republic	fiji	0.0
czech republic	finland	0.8635578583765112
czech republic	france	3.742084052964882
czech republic	gabon	0.0
czech republic	germany	9.55670696603339
czech republic	ghana	0.0
czech republic	greece	0.9211283822682786
czech republic	guadeloupe	0.0
czech republic	guatemala	0.0
czech republic	guinea	0.0
czech republic	haiti	0.0
czech republic	hong kong	0.6332757628094415
czech republic	hungary	0.23028209556706966
czech republic	iceland	0.0
czech republic	india	1.4392630972941853
czech republic	indonesia	0.0
czech republic	iran	0.11514104778353483
czech republic	iraq	0.0
czech republic	ireland	2.4179620034542313
czech republic	israel	1.9573978123200921
czech republic	italy	3.1088082901554404
czech republic	jamaica	0.0
czech republic	japan	2.648244099021301
czech republic	jersey	0.5181347150259067
czech republic	jordan	0.0
czech republic	kazakhstan	0.0
czech republic	kenya	0.0
czech republic	korea	0.28785261945883706
czech republic	kosovo	0.0
czech republic	kuwait	0.0
czech republic	kyrgyzstan	0.0
czech republic	latvia	0.28785261945883706
