Country	Referenced Country	Percentage
australia	guinea	0.0
australia	haiti	0.0
australia	hong kong	0.0
australia	hungary	0.0
australia	india	0.0
australia	indonesia	0.0
australia	iran	0.0
australia	ireland	0.0
australia	israel	3.7037037037037037
australia	italy	0.0
australia	japan	7.407407407407407
australia	jersey	0.0
australia	kazakhstan	0.0
australia	korea	0.0
australia	kosovo	0.0
australia	kuwait	0.0
australia	luxembourg	0.0
australia	malaysia	0.0
australia	mexico	0.0
australia	moldova	0.0
australia	mongolia	0.0
australia	morocco	0.0
australia	nepal	0.0
australia	netherlands	0.0
australia	new zealand	0.0
australia	niger	0.0
australia	nigeria	0.0
australia	north macedonia	0.0
australia	norway	0.0
australia	pakistan	0.0
australia	panama	0.0
australia	peru	0.0
australia	philippines	0.0
australia	poland	0.0
australia	portugal	0.0
australia	reunion	0.0
australia	romania	0.0
australia	russia	0.0
australia	saint martin	0.0
australia	saudi arabia	0.0
australia	singapore	0.0
australia	slovenia	0.0
australia	south africa	0.0
australia	spain	0.0
australia	sweden	0.0
australia	switzerland	0.0
australia	taiwan	0.0
australia	thailand	0.0
australia	tunisia	0.0
australia	turkey	0.0
australia	ukraine	0.0
australia	united kingdom	14.814814814814815
australia	united states	48.148148148148145
australia	vietnam	0.0
austria	argentina	0.0
austria	australia	0.0
austria	austria	23.076923076923077
austria	bahrain	0.0
austria	bangladesh	0.0
austria	belgium	0.0
austria	brazil	0.0
austria	brunei	0.0
austria	bulgaria	0.0
austria	cambodia	0.0
austria	canada	0.0
austria	chile	0.0
austria	china	0.0
austria	colombia	0.0
austria	costa rica	0.0
austria	croatia	0.0
austria	cyprus	0.0
austria	czech republic	0.0
austria	czechia	0.0
austria	denmark	0.0
austria	ecuador	0.0
austria	egypt	0.0
austria	estonia	0.0
austria	ethiopia	0.0
austria	finland	7.6923076923076925
austria	france	7.6923076923076925
austria	germany	7.6923076923076925
austria	greece	0.0
austria	guatemala	0.0
austria	guinea	0.0
austria	haiti	0.0
austria	hong kong	0.0
austria	hungary	0.0
austria	india	0.0
austria	indonesia	0.0
austria	iran	0.0
austria	ireland	0.0
austria	israel	0.0
austria	italy	0.0
austria	japan	0.0
austria	jersey	0.0
austria	kazakhstan	0.0
austria	korea	0.0
austria	kosovo	0.0
austria	kuwait	0.0
austria	luxembourg	0.0
austria	malaysia	0.0
austria	mexico	0.0
austria	moldova	0.0
austria	mongolia	0.0
austria	morocco	0.0
austria	nepal	0.0
austria	netherlands	7.6923076923076925
austria	new zealand	0.0
austria	niger	0.0
austria	nigeria	0.0
austria	north macedonia	0.0
austria	norway	0.0
austria	pakistan	0.0
austria	panama	0.0
austria	peru	0.0
austria	philippines	0.0
austria	poland	0.0
austria	portugal	0.0
austria	reunion	0.0
austria	romania	0.0
austria	russia	0.0
austria	saint martin	0.0
austria	saudi arabia	0.0
austria	singapore	0.0
austria	slovenia	0.0
austria	south africa	0.0
austria	spain	0.0
austria	sweden	0.0
austria	switzerland	0.0
austria	taiwan	0.0
austria	thailand	0.0
austria	tunisia	0.0
austria	turkey	0.0
austria	ukraine	0.0
austria	united kingdom	7.6923076923076925
austria	united states	38.46153846153846
austria	vietnam	0.0
bahrain	argentina	0.0
bahrain	australia	0.0
bahrain	austria	0.0
bahrain	bahrain	0.0
bahrain	bangladesh	0.0
bahrain	belgium	0.0
bahrain	brazil	0.0
bahrain	brunei	0.0
bahrain	bulgaria	0.0
bahrain	cambodia	0.0
bahrain	canada	0.0
bahrain	chile	0.0
bahrain	china	0.0
bahrain	colombia	0.0
bahrain	costa rica	0.0
bahrain	croatia	0.0
bahrain	cyprus	0.0
bahrain	czech republic	0.0
bahrain	czechia	0.0
bahrain	denmark	0.0
bahrain	ecuador	0.0
bahrain	egypt	0.0
bahrain	estonia	0.0
bahrain	ethiopia	0.0
bahrain	finland	0.0
bahrain	france	0.0
bahrain	germany	0.0
bahrain	greece	0.0
bahrain	guatemala	0.0
bahrain	guinea	0.0
bahrain	haiti	0.0
bahrain	hong kong	0.0
bahrain	hungary	0.0
bahrain	india	0.0
bahrain	indonesia	0.0
bahrain	iran	0.0
bahrain	ireland	0.0
bahrain	israel	0.0
bahrain	italy	0.0
bahrain	japan	0.0
bahrain	jersey	0.0
bahrain	kazakhstan	0.0
bahrain	korea	0.0
bahrain	kosovo	0.0
bahrain	kuwait	0.0
bahrain	luxembourg	0.0
bahrain	malaysia	0.0
bahrain	mexico	0.0
bahrain	moldova	0.0
bahrain	mongolia	0.0
bahrain	morocco	0.0
bahrain	nepal	0.0
bahrain	netherlands	0.0
bahrain	new zealand	0.0
bahrain	niger	0.0
bahrain	nigeria	0.0
bahrain	north macedonia	0.0
bahrain	norway	0.0
bahrain	pakistan	0.0
bahrain	panama	0.0
bahrain	peru	0.0
bahrain	philippines	0.0
bahrain	poland	0.0
bahrain	portugal	0.0
bahrain	reunion	0.0
bahrain	romania	0.0
bahrain	russia	0.0
bahrain	saint martin	0.0
bahrain	saudi arabia	0.0
bahrain	singapore	0.0
bahrain	slovenia	0.0
bahrain	south africa	0.0
bahrain	spain	0.0
bahrain	sweden	0.0
bahrain	switzerland	0.0
bahrain	taiwan	0.0
bahrain	thailand	0.0
bahrain	tunisia	0.0
bahrain	turkey	0.0
bahrain	ukraine	0.0
bahrain	united kingdom	0.0
bahrain	united states	0.0
bahrain	vietnam	0.0
bangladesh	argentina	0.0
bangladesh	australia	0.0
bangladesh	austria	0.0
bangladesh	bahrain	0.0
bangladesh	bangladesh	0.0
bangladesh	belgium	0.0
bangladesh	brazil	0.0
bangladesh	brunei	0.0
bangladesh	bulgaria	0.0
bangladesh	cambodia	0.0
bangladesh	canada	0.0
bangladesh	chile	0.0
bangladesh	china	0.0
bangladesh	colombia	0.0
bangladesh	costa rica	0.0
bangladesh	croatia	0.0
bangladesh	cyprus	0.0
bangladesh	czech republic	0.0
bangladesh	czechia	0.0
bangladesh	denmark	0.0
bangladesh	ecuador	0.0
bangladesh	egypt	0.0
bangladesh	estonia	0.0
bangladesh	ethiopia	0.0
bangladesh	finland	0.0
bangladesh	france	0.0
bangladesh	germany	0.0
bangladesh	greece	0.0
bangladesh	guatemala	0.0
bangladesh	guinea	0.0
bangladesh	haiti	0.0
bangladesh	hong kong	0.0
bangladesh	hungary	0.0
bangladesh	india	0.0
bangladesh	indonesia	0.0
bangladesh	iran	0.0
bangladesh	ireland	100.0
bangladesh	israel	0.0
bangladesh	italy	0.0
bangladesh	japan	0.0
bangladesh	jersey	0.0
bangladesh	kazakhstan	0.0
bangladesh	korea	0.0
bangladesh	kosovo	0.0
bangladesh	kuwait	0.0
bangladesh	luxembourg	0.0
bangladesh	malaysia	0.0
bangladesh	mexico	0.0
bangladesh	moldova	0.0
bangladesh	mongolia	0.0
bangladesh	morocco	0.0
bangladesh	nepal	0.0
bangladesh	netherlands	0.0
bangladesh	new zealand	0.0
bangladesh	niger	0.0
bangladesh	nigeria	0.0
bangladesh	north macedonia	0.0
bangladesh	norway	0.0
bangladesh	pakistan	0.0
bangladesh	panama	0.0
bangladesh	peru	0.0
bangladesh	philippines	0.0
bangladesh	poland	0.0
bangladesh	portugal	0.0
bangladesh	reunion	0.0
bangladesh	romania	0.0
bangladesh	russia	0.0
bangladesh	saint martin	0.0
bangladesh	saudi arabia	0.0
bangladesh	singapore	0.0
bangladesh	slovenia	0.0
bangladesh	south africa	0.0
bangladesh	spain	0.0
bangladesh	sweden	0.0
bangladesh	switzerland	0.0
bangladesh	taiwan	0.0
bangladesh	thailand	0.0
bangladesh	tunisia	0.0
bangladesh	turkey	0.0
bangladesh	ukraine	0.0
bangladesh	united kingdom	0.0
bangladesh	united states	0.0
bangladesh	vietnam	0.0
belgium	argentina	0.0
belgium	australia	0.0
belgium	austria	2.272727272727273
belgium	bahrain	0.0
belgium	bangladesh	0.0
belgium	belgium	18.181818181818183
belgium	brazil	0.0
belgium	brunei	0.0
belgium	bulgaria	0.0
belgium	cambodia	0.0
belgium	canada	0.0
belgium	chile	0.0
belgium	china	0.0
belgium	colombia	0.0
belgium	costa rica	0.0
belgium	croatia	0.0
belgium	cyprus	0.0
belgium	czech republic	0.0
belgium	czechia	0.0
belgium	denmark	0.0
belgium	ecuador	0.0
belgium	egypt	0.0
belgium	estonia	0.0
belgium	ethiopia	0.0
belgium	finland	0.0
belgium	france	4.545454545454546
belgium	germany	6.818181818181818
belgium	greece	0.0
belgium	guatemala	0.0
belgium	guinea	0.0
belgium	haiti	0.0
belgium	hong kong	0.0
belgium	hungary	0.0
belgium	india	0.0
belgium	indonesia	0.0
belgium	iran	0.0
belgium	ireland	0.0
belgium	israel	0.0
belgium	italy	0.0
belgium	japan	6.818181818181818
belgium	jersey	0.0
belgium	kazakhstan	0.0
belgium	korea	0.0
belgium	kosovo	0.0
belgium	kuwait	0.0
belgium	luxembourg	0.0
belgium	malaysia	0.0
belgium	mexico	2.272727272727273
belgium	moldova	0.0
belgium	mongolia	0.0
belgium	morocco	0.0
belgium	nepal	0.0
belgium	netherlands	15.909090909090908
belgium	new zealand	0.0
belgium	niger	0.0
belgium	nigeria	0.0
belgium	north macedonia	0.0
belgium	norway	0.0
belgium	pakistan	0.0
belgium	panama	0.0
belgium	peru	0.0
belgium	philippines	0.0
belgium	poland	0.0
belgium	portugal	0.0
belgium	reunion	0.0
belgium	romania	2.272727272727273
belgium	russia	0.0
belgium	saint martin	0.0
belgium	saudi arabia	0.0
belgium	singapore	0.0
belgium	slovenia	0.0
belgium	south africa	0.0
belgium	spain	0.0
belgium	sweden	4.545454545454546
belgium	switzerland	4.545454545454546
belgium	taiwan	2.272727272727273
belgium	thailand	0.0
belgium	tunisia	0.0
belgium	turkey	0.0
belgium	ukraine	0.0
belgium	united kingdom	4.545454545454546
belgium	united states	25.0
belgium	vietnam	0.0
brazil	argentina	0.0
brazil	australia	0.0
brazil	austria	0.0
brazil	bahrain	0.0
brazil	bangladesh	0.0
brazil	belgium	0.0
brazil	brazil	5.555555555555555
brazil	brunei	0.0
brazil	bulgaria	0.0
brazil	cambodia	0.0
brazil	canada	0.0
brazil	chile	0.0
brazil	china	0.0
brazil	colombia	0.0
brazil	costa rica	0.0
brazil	croatia	0.0
brazil	cyprus	0.0
brazil	czech republic	0.0
brazil	czechia	0.0
brazil	denmark	0.0
brazil	ecuador	0.0
brazil	egypt	0.0
brazil	estonia	0.0
brazil	ethiopia	0.0
brazil	finland	0.0
brazil	france	5.555555555555555
brazil	germany	11.11111111111111
brazil	greece	0.0
brazil	guatemala	0.0
brazil	guinea	0.0
brazil	haiti	0.0
brazil	hong kong	5.555555555555555
brazil	hungary	0.0
brazil	india	0.0
brazil	indonesia	0.0
brazil	iran	0.0
brazil	ireland	0.0
brazil	israel	16.666666666666668
brazil	italy	0.0
brazil	japan	11.11111111111111
brazil	jersey	0.0
brazil	kazakhstan	0.0
brazil	korea	0.0
brazil	kosovo	0.0
brazil	kuwait	0.0
brazil	luxembourg	0.0
brazil	malaysia	0.0
brazil	mexico	0.0
brazil	moldova	0.0
brazil	mongolia	0.0
brazil	morocco	0.0
brazil	nepal	0.0
brazil	netherlands	0.0
brazil	new zealand	0.0
brazil	niger	0.0
brazil	nigeria	0.0
brazil	north macedonia	0.0
brazil	norway	0.0
brazil	pakistan	0.0
brazil	panama	0.0
brazil	peru	0.0
brazil	philippines	0.0
brazil	poland	0.0
brazil	portugal	0.0
brazil	reunion	0.0
brazil	romania	0.0
brazil	russia	0.0
brazil	saint martin	0.0
brazil	saudi arabia	0.0
brazil	singapore	0.0
brazil	slovenia	0.0
brazil	south africa	0.0
brazil	spain	0.0
brazil	sweden	0.0
brazil	switzerland	0.0
brazil	taiwan	0.0
brazil	thailand	0.0
brazil	tunisia	0.0
brazil	turkey	0.0
brazil	ukraine	0.0
brazil	united kingdom	16.666666666666668
brazil	united states	27.77777777777778
brazil	vietnam	0.0
brunei	argentina	0.0
brunei	australia	0.0
brunei	austria	0.0
brunei	bahrain	0.0
brunei	bangladesh	0.0
brunei	belgium	0.0
brunei	brazil	0.0
brunei	brunei	0.0
brunei	bulgaria	0.0
brunei	cambodia	0.0
brunei	canada	0.0
brunei	chile	0.0
brunei	china	0.0
brunei	colombia	0.0
brunei	costa rica	0.0
brunei	croatia	0.0
brunei	cyprus	0.0
brunei	czech republic	0.0
brunei	czechia	0.0
brunei	denmark	0.0
brunei	ecuador	0.0
brunei	egypt	0.0
brunei	estonia	0.0
brunei	ethiopia	0.0
brunei	finland	0.0
brunei	france	100.0
brunei	germany	0.0
brunei	greece	0.0
brunei	guatemala	0.0
brunei	guinea	0.0
brunei	haiti	0.0
brunei	hong kong	0.0
brunei	hungary	0.0
brunei	india	0.0
brunei	indonesia	0.0
brunei	iran	0.0
brunei	ireland	0.0
brunei	israel	0.0
brunei	italy	0.0
brunei	japan	0.0
brunei	jersey	0.0
brunei	kazakhstan	0.0
brunei	korea	0.0
brunei	kosovo	0.0
brunei	kuwait	0.0
brunei	luxembourg	0.0
brunei	malaysia	0.0
brunei	mexico	0.0
brunei	moldova	0.0
brunei	mongolia	0.0
brunei	morocco	0.0
brunei	nepal	0.0
brunei	netherlands	0.0
brunei	new zealand	0.0
brunei	niger	0.0
brunei	nigeria	0.0
brunei	north macedonia	0.0
brunei	norway	0.0
brunei	pakistan	0.0
brunei	panama	0.0
brunei	peru	0.0
brunei	philippines	0.0
brunei	poland	0.0
brunei	portugal	0.0
brunei	reunion	0.0
brunei	romania	0.0
brunei	russia	0.0
brunei	saint martin	0.0
brunei	saudi arabia	0.0
brunei	singapore	0.0
brunei	slovenia	0.0
brunei	south africa	0.0
brunei	spain	0.0
brunei	sweden	0.0
brunei	switzerland	0.0
brunei	taiwan	0.0
brunei	thailand	0.0
brunei	tunisia	0.0
brunei	turkey	0.0
brunei	ukraine	0.0
brunei	united kingdom	0.0
brunei	united states	0.0
brunei	vietnam	0.0
bulgaria	argentina	0.0
bulgaria	australia	0.0
bulgaria	austria	0.0
bulgaria	bahrain	0.0
bulgaria	bangladesh	0.0
bulgaria	belgium	0.0
bulgaria	brazil	0.0
bulgaria	brunei	0.0
bulgaria	bulgaria	10.0
bulgaria	cambodia	0.0
bulgaria	canada	10.0
bulgaria	chile	0.0
bulgaria	china	0.0
bulgaria	colombia	0.0
bulgaria	costa rica	0.0
bulgaria	croatia	0.0
bulgaria	cyprus	0.0
bulgaria	czech republic	0.0
bulgaria	czechia	0.0
bulgaria	denmark	0.0
bulgaria	ecuador	0.0
bulgaria	egypt	0.0
bulgaria	estonia	0.0
bulgaria	ethiopia	0.0
bulgaria	finland	0.0
bulgaria	france	0.0
bulgaria	germany	10.0
bulgaria	greece	0.0
bulgaria	guatemala	0.0
bulgaria	guinea	0.0
bulgaria	haiti	0.0
bulgaria	hong kong	0.0
bulgaria	hungary	0.0
bulgaria	india	0.0
bulgaria	indonesia	0.0
bulgaria	iran	0.0
bulgaria	ireland	0.0
bulgaria	israel	0.0
bulgaria	italy	0.0
bulgaria	japan	0.0
bulgaria	jersey	0.0
bulgaria	kazakhstan	0.0
bulgaria	korea	0.0
bulgaria	kosovo	0.0
bulgaria	kuwait	0.0
bulgaria	luxembourg	0.0
bulgaria	malaysia	0.0
bulgaria	mexico	10.0
bulgaria	moldova	0.0
bulgaria	mongolia	0.0
bulgaria	morocco	0.0
bulgaria	nepal	0.0
bulgaria	netherlands	0.0
bulgaria	new zealand	0.0
bulgaria	niger	0.0
bulgaria	nigeria	0.0
bulgaria	north macedonia	0.0
bulgaria	norway	0.0
bulgaria	pakistan	0.0
bulgaria	panama	0.0
bulgaria	peru	0.0
bulgaria	philippines	0.0
bulgaria	poland	0.0
bulgaria	portugal	0.0
bulgaria	reunion	0.0
bulgaria	romania	0.0
bulgaria	russia	0.0
bulgaria	saint martin	0.0
bulgaria	saudi arabia	0.0
bulgaria	singapore	0.0
bulgaria	slovenia	0.0
bulgaria	south africa	0.0
bulgaria	spain	0.0
bulgaria	sweden	0.0
bulgaria	switzerland	0.0
bulgaria	taiwan	0.0
bulgaria	thailand	0.0
bulgaria	tunisia	0.0
bulgaria	turkey	0.0
bulgaria	ukraine	0.0
bulgaria	united kingdom	20.0
bulgaria	united states	40.0
bulgaria	vietnam	0.0
cambodia	argentina	0.0
cambodia	australia	0.0
cambodia	austria	0.0
cambodia	bahrain	0.0
cambodia	bangladesh	0.0
cambodia	belgium	0.0
cambodia	brazil	0.0
cambodia	brunei	0.0
cambodia	bulgaria	0.0
cambodia	cambodia	0.0
cambodia	canada	0.0
cambodia	chile	0.0
cambodia	china	0.0
cambodia	colombia	0.0
cambodia	costa rica	0.0
cambodia	croatia	0.0
cambodia	cyprus	0.0
cambodia	czech republic	0.0
cambodia	czechia	0.0
cambodia	denmark	0.0
cambodia	ecuador	0.0
cambodia	egypt	0.0
cambodia	estonia	0.0
cambodia	ethiopia	0.0
cambodia	finland	0.0
cambodia	france	0.0
cambodia	germany	0.0
cambodia	greece	0.0
cambodia	guatemala	0.0
cambodia	guinea	0.0
cambodia	haiti	0.0
cambodia	hong kong	0.0
cambodia	hungary	0.0
cambodia	india	0.0
cambodia	indonesia	0.0
cambodia	iran	0.0
cambodia	ireland	0.0
cambodia	israel	0.0
cambodia	italy	0.0
cambodia	japan	0.0
cambodia	jersey	0.0
cambodia	kazakhstan	0.0
cambodia	korea	0.0
cambodia	kosovo	0.0
cambodia	kuwait	0.0
cambodia	luxembourg	0.0
cambodia	malaysia	0.0
cambodia	mexico	0.0
cambodia	moldova	0.0
cambodia	mongolia	0.0
cambodia	morocco	0.0
cambodia	nepal	0.0
cambodia	netherlands	0.0
cambodia	new zealand	0.0
cambodia	niger	0.0
cambodia	nigeria	0.0
cambodia	north macedonia	0.0
cambodia	norway	0.0
cambodia	pakistan	0.0
cambodia	panama	0.0
cambodia	peru	0.0
cambodia	philippines	0.0
cambodia	poland	0.0
cambodia	portugal	0.0
cambodia	reunion	0.0
cambodia	romania	0.0
cambodia	russia	0.0
cambodia	saint martin	0.0
cambodia	saudi arabia	0.0
cambodia	singapore	0.0
cambodia	slovenia	0.0
cambodia	south africa	0.0
cambodia	spain	0.0
cambodia	sweden	0.0
cambodia	switzerland	0.0
cambodia	taiwan	0.0
cambodia	thailand	0.0
cambodia	tunisia	0.0
cambodia	turkey	0.0
cambodia	ukraine	0.0
cambodia	united kingdom	0.0
cambodia	united states	0.0
cambodia	vietnam	0.0
canada	argentina	1.0869565217391304
canada	australia	0.0
canada	austria	0.0
canada	bahrain	0.0
canada	bangladesh	0.0
canada	belgium	0.0
canada	brazil	0.0
canada	brunei	0.0
canada	bulgaria	0.0
canada	cambodia	0.0
canada	canada	31.52173913043478
canada	chile	0.0
canada	china	0.0
canada	colombia	0.0
canada	costa rica	0.0
canada	croatia	0.0
canada	cyprus	0.0
canada	czech republic	0.0
canada	czechia	0.0
canada	denmark	0.0
canada	ecuador	0.0
canada	egypt	0.0
canada	estonia	0.0
canada	ethiopia	0.0
canada	finland	0.5434782608695652
canada	france	3.260869565217391
canada	germany	4.3478260869565215
canada	greece	0.0
canada	guatemala	0.0
canada	guinea	0.0
canada	haiti	0.0
canada	hong kong	0.0
canada	hungary	0.0
canada	india	0.0
canada	indonesia	0.0
canada	iran	0.0
canada	ireland	1.6304347826086956
canada	israel	0.0
canada	italy	1.0869565217391304
canada	japan	7.608695652173913
canada	jersey	0.0
canada	kazakhstan	0.0
canada	korea	0.5434782608695652
canada	kosovo	0.0
canada	kuwait	0.0
canada	luxembourg	0.0
canada	malaysia	0.0
canada	mexico	0.5434782608695652
canada	moldova	0.0
canada	mongolia	0.0
canada	morocco	0.0
canada	nepal	0.0
canada	netherlands	2.1739130434782608
canada	new zealand	0.0
canada	niger	0.0
canada	nigeria	0.5434782608695652
canada	north macedonia	0.0
canada	norway	0.0
canada	pakistan	0.0
canada	panama	0.0
canada	peru	0.0
canada	philippines	0.0
canada	poland	0.0
canada	portugal	0.0
canada	reunion	0.0
canada	romania	0.0
canada	russia	0.0
canada	saint martin	0.0
canada	saudi arabia	0.0
canada	singapore	0.0
canada	slovenia	0.0
canada	south africa	0.0
canada	spain	0.5434782608695652
canada	sweden	1.0869565217391304
canada	switzerland	0.5434782608695652
canada	taiwan	0.5434782608695652
canada	thailand	0.0
canada	tunisia	0.0
canada	turkey	0.0
canada	ukraine	0.0
canada	united kingdom	7.608695652173913
canada	united states	34.78260869565217
canada	vietnam	0.0
chile	argentina	0.0
chile	australia	0.0
chile	austria	0.0
chile	bahrain	0.0
chile	bangladesh	0.0
chile	belgium	0.0
chile	brazil	0.0
chile	brunei	0.0
chile	bulgaria	0.0
chile	cambodia	0.0
chile	canada	0.0
chile	chile	0.0
chile	china	0.0
chile	colombia	0.0
chile	costa rica	0.0
chile	croatia	0.0
chile	cyprus	0.0
chile	czech republic	0.0
chile	czechia	0.0
chile	denmark	0.0
chile	ecuador	0.0
chile	egypt	0.0
chile	estonia	0.0
chile	ethiopia	0.0
chile	finland	0.0
chile	france	0.0
chile	germany	0.0
chile	greece	0.0
chile	guatemala	0.0
chile	guinea	0.0
chile	haiti	0.0
chile	hong kong	0.0
chile	hungary	0.0
chile	india	0.0
chile	indonesia	0.0
chile	iran	0.0
chile	ireland	0.0
chile	israel	0.0
chile	italy	0.0
chile	japan	0.0
chile	jersey	0.0
chile	kazakhstan	0.0
chile	korea	0.0
chile	kosovo	0.0
chile	kuwait	0.0
chile	luxembourg	0.0
chile	malaysia	0.0
chile	mexico	0.0
chile	moldova	0.0
chile	mongolia	0.0
chile	morocco	0.0
chile	nepal	0.0
chile	netherlands	0.0
chile	new zealand	0.0
chile	niger	0.0
chile	nigeria	0.0
chile	north macedonia	0.0
chile	norway	0.0
chile	pakistan	0.0
chile	panama	0.0
chile	peru	0.0
chile	philippines	0.0
chile	poland	0.0
chile	portugal	0.0
chile	reunion	0.0
chile	romania	0.0
chile	russia	0.0
chile	saint martin	0.0
chile	saudi arabia	0.0
chile	singapore	0.0
chile	slovenia	0.0
chile	south africa	0.0
chile	spain	0.0
chile	sweden	0.0
chile	switzerland	0.0
chile	taiwan	0.0
chile	thailand	0.0
chile	tunisia	0.0
chile	turkey	0.0
chile	ukraine	0.0
chile	united kingdom	0.0
chile	united states	0.0
chile	vietnam	0.0
china	argentina	0.0
china	australia	2.7027027027027026
china	austria	0.0
china	bahrain	0.0
china	bangladesh	0.0
china	belgium	0.0
china	brazil	0.0
china	brunei	0.0
china	bulgaria	0.0
china	cambodia	0.0
china	canada	2.7027027027027026
china	chile	0.0
china	china	16.216216216216218
china	colombia	0.0
china	costa rica	0.0
china	croatia	0.0
china	cyprus	0.0
china	czech republic	0.0
china	czechia	0.0
china	denmark	0.0
china	ecuador	0.0
china	egypt	0.0
china	estonia	0.0
china	ethiopia	0.0
china	finland	0.0
china	france	0.0
china	germany	2.7027027027027026
china	greece	0.0
china	guatemala	0.0
china	guinea	0.0
china	haiti	0.0
china	hong kong	0.0
china	hungary	0.0
china	india	0.0
china	indonesia	0.0
china	iran	0.0
china	ireland	0.0
china	israel	2.7027027027027026
china	italy	0.0
china	japan	13.513513513513514
china	jersey	0.0
china	kazakhstan	0.0
china	korea	0.0
china	kosovo	0.0
china	kuwait	0.0
china	luxembourg	0.0
china	malaysia	0.0
china	mexico	2.7027027027027026
china	moldova	0.0
china	mongolia	0.0
china	morocco	0.0
china	nepal	0.0
china	netherlands	0.0
china	new zealand	0.0
china	niger	0.0
china	nigeria	0.0
china	north macedonia	0.0
china	norway	0.0
china	pakistan	0.0
china	panama	0.0
china	peru	0.0
china	philippines	0.0
china	poland	0.0
china	portugal	0.0
china	reunion	0.0
china	romania	0.0
china	russia	0.0
china	saint martin	0.0
china	saudi arabia	0.0
china	singapore	0.0
china	slovenia	0.0
china	south africa	0.0
china	spain	0.0
china	sweden	2.7027027027027026
china	switzerland	0.0
china	taiwan	5.405405405405405
china	thailand	0.0
china	tunisia	0.0
china	turkey	0.0
china	ukraine	0.0
china	united kingdom	8.108108108108109
china	united states	40.54054054054054
china	vietnam	0.0
colombia	argentina	0.0
colombia	australia	0.0
colombia	austria	0.0
colombia	bahrain	0.0
colombia	bangladesh	0.0
colombia	belgium	0.0
colombia	brazil	0.0
colombia	brunei	0.0
colombia	bulgaria	0.0
colombia	cambodia	0.0
colombia	canada	0.0
colombia	chile	0.0
colombia	china	0.0
colombia	colombia	0.0
colombia	costa rica	0.0
colombia	croatia	0.0
colombia	cyprus	0.0
colombia	czech republic	0.0
colombia	czechia	0.0
colombia	denmark	0.0
colombia	ecuador	0.0
colombia	egypt	0.0
colombia	estonia	0.0
colombia	ethiopia	0.0
colombia	finland	0.0
colombia	france	0.0
colombia	germany	0.0
colombia	greece	0.0
colombia	guatemala	0.0
colombia	guinea	0.0
colombia	haiti	0.0
colombia	hong kong	0.0
colombia	hungary	0.0
colombia	india	0.0
colombia	indonesia	0.0
colombia	iran	0.0
colombia	ireland	0.0
colombia	israel	0.0
colombia	italy	0.0
colombia	japan	0.0
colombia	jersey	0.0
colombia	kazakhstan	0.0
colombia	korea	0.0
colombia	kosovo	0.0
colombia	kuwait	0.0
